Cod_bairro,Cod_distrito,Cod_meso,Cod_municipio,Cod_subdistrito,Nome_Grande_Regiao,Nome_da_UF,Nome_do_municipio,Nome_do_subdistrito,Situacao_setor,Tipo_setor,media_moradores_por_domicilio,media_rendimento_medio_por_morador_com_ou_sem_renda,media_rendimento_medio_por_morador_com_renda,media_rendimento_medio_por_morador_reponsavel_com_ou_sem_Renda,media_rendimento_medio_por_morador_responsavel_com_renda,n_alfabetizados_homens,n_alfabetizados_mulheres,n_amarelos,n_brancos,n_domicilios,n_homens,n_idade_0_10,n_idade_11_20,n_idade_21_30,n_idade_31_40,n_idade_41_50,n_idade_51_60,n_idade_61_70,n_idade_71_100,n_indigenas,n_moradores,n_mulheres,n_pardos,n_pretos,variancia_moradores_por_domicilio,NM_BAIRRO
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.3,1411.57,1788.99,2025.53,2142.39,210.0,266.0,36.0,390.0,220.0,226.0,32.0,67.0,143.0,84.0,70.0,43.0,35.0,28.0,0.0,505.0,280.0,71.0,9.0,1.62,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.44,1838.68,2692.87,2496.98,3181.64,237.0,322.0,48.0,462.0,237.0,245.0,20.0,66.0,206.0,56.0,63.0,59.0,38.0,68.0,1.0,578.0,333.0,55.0,12.0,1.51,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.15,1967.79,2489.43,2389.36,2820.43,229.0,258.0,16.0,425.0,229.0,236.0,20.0,61.0,150.0,79.0,61.0,51.0,28.0,50.0,1.0,492.0,266.0,51.0,9.0,1.37,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.4,1672.12,2052.67,2234.08,2372.74,155.0,210.0,67.0,288.0,154.0,168.0,30.0,52.0,90.0,48.0,46.0,46.0,35.0,38.0,0.0,369.0,221.0,19.0,15.0,1.95,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.56,2121.17,2782.43,3367.77,3596.78,271.0,384.0,157.0,507.0,267.0,285.0,44.0,92.0,139.0,89.0,90.0,83.0,57.0,89.0,0.0,684.0,399.0,13.0,7.0,2.21,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.25,1968.04,2437.57,2848.57,2975.74,215.0,281.0,61.0,427.0,234.0,233.0,37.0,65.0,116.0,74.0,73.0,47.0,47.0,64.0,0.0,527.0,297.0,34.0,8.0,1.6,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.19,1659.79,2032.58,2147.03,2250.25,109.0,128.0,5.0,217.0,109.0,109.0,14.0,29.0,51.0,38.0,32.0,33.0,20.0,24.0,0.0,239.0,132.0,15.0,4.0,1.31,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.15,1662.01,2000.7,1978.72,2217.12,263.0,324.0,49.0,472.0,279.0,271.0,32.0,89.0,164.0,93.0,60.0,68.0,55.0,42.0,5.0,599.0,335.0,62.0,18.0,1.5,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.09,2408.98,2986.47,3312.76,3590.48,303.0,433.0,29.0,623.0,362.0,311.0,33.0,83.0,206.0,106.0,88.0,86.0,71.0,82.0,4.0,757.0,448.0,80.0,23.0,1.2,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.11,2728.96,3134.47,3708.09,3786.15,266.0,324.0,33.0,487.0,291.0,275.0,41.0,71.0,136.0,85.0,84.0,58.0,62.0,73.0,2.0,614.0,339.0,80.0,12.0,1.27,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.28,2580.0,3137.84,3601.52,3866.89,330.0,354.0,45.0,590.0,306.0,338.0,24.0,74.0,202.0,77.0,86.0,88.0,50.0,98.0,1.0,699.0,361.0,49.0,14.0,2.0,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.26,3046.9,3723.33,3895.1,4182.56,280.0,355.0,44.0,573.0,291.0,292.0,34.0,56.0,144.0,91.0,73.0,91.0,67.0,99.0,0.0,659.0,367.0,35.0,7.0,1.68,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.81,1992.14,3311.67,2434.23,3731.81,270.0,384.0,22.0,613.0,371.0,278.0,23.0,67.0,232.0,127.0,66.0,63.0,30.0,59.0,0.0,672.0,394.0,18.0,19.0,1.01,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.18,1834.46,2317.21,2568.09,2811.9,144.0,220.0,9.0,332.0,173.0,150.0,19.0,47.0,107.0,52.0,44.0,47.0,21.0,37.0,0.0,378.0,228.0,24.0,13.0,1.45,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.65,1495.41,1865.24,1708.93,1965.71,167.0,188.0,10.0,263.0,222.0,175.0,17.0,38.0,106.0,76.0,53.0,35.0,19.0,20.0,1.0,366.0,191.0,78.0,14.0,0.75,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.2,1382.68,1739.93,1844.29,2038.43,121.0,133.0,44.0,202.0,126.0,135.0,19.0,40.0,80.0,37.0,50.0,35.0,17.0,3.0,6.0,277.0,147.0,28.0,2.0,2.0,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.45,1635.93,2139.56,2467.32,3077.92,322.0,307.0,56.0,529.0,247.0,338.0,37.0,121.0,185.0,80.0,77.0,67.0,39.0,44.0,0.0,605.0,316.0,54.0,11.0,3.57,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.12,1331.54,1634.42,1863.61,1953.68,243.0,335.0,40.0,449.0,282.0,252.0,27.0,94.0,143.0,87.0,84.0,66.0,40.0,55.0,0.0,599.0,347.0,100.0,10.0,1.11,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.84,1627.86,2102.06,2176.44,2507.46,297.0,307.0,61.0,457.0,303.0,307.0,25.0,93.0,210.0,92.0,74.0,49.0,32.0,42.0,0.0,558.0,314.0,76.0,27.0,1.54,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.76,2168.42,3026.36,2853.11,3460.55,138.0,184.0,18.0,263.0,188.0,141.0,11.0,60.0,93.0,41.0,42.0,23.0,21.0,40.0,0.0,330.0,191.0,27.0,24.0,0.99,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.28,1910.17,2446.45,2723.06,2997.98,199.0,300.0,23.0,433.0,229.0,209.0,38.0,57.0,109.0,75.0,55.0,62.0,55.0,63.0,3.0,521.0,312.0,47.0,15.0,1.38,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.12,2002.54,2666.53,2752.3,3110.22,218.0,291.0,24.0,443.0,252.0,230.0,30.0,74.0,111.0,64.0,74.0,70.0,34.0,73.0,0.0,533.0,303.0,56.0,10.0,1.51,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.9,1662.09,2107.88,2032.57,2319.66,187.0,196.0,16.0,325.0,202.0,194.0,13.0,63.0,92.0,54.0,51.0,36.0,45.0,42.0,0.0,383.0,205.0,54.0,4.0,1.16,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.28,2131.34,2578.13,2998.81,3108.15,186.0,225.0,68.0,333.0,199.0,209.0,30.0,62.0,97.0,73.0,54.0,56.0,29.0,54.0,1.0,454.0,249.0,33.0,23.0,1.77,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.26,1695.64,2001.29,2514.17,2595.93,109.0,174.0,9.0,253.0,127.0,110.0,12.0,19.0,61.0,58.0,47.0,29.0,27.0,33.0,0.0,287.0,177.0,15.0,10.0,1.21,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.5,1890.46,2395.2,2577.71,2699.3,126.0,142.0,17.0,227.0,111.0,134.0,24.0,34.0,67.0,46.0,42.0,23.0,18.0,29.0,0.0,278.0,149.0,28.0,11.0,1.52,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.51,2358.34,3032.16,2964.34,3458.39,102.0,107.0,9.0,175.0,140.0,103.0,4.0,19.0,55.0,36.0,39.0,22.0,15.0,21.0,1.0,212.0,109.0,23.0,4.0,0.6,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.94,2241.84,2969.22,3207.48,3866.96,407.0,397.0,59.0,658.0,387.0,420.0,33.0,106.0,268.0,137.0,85.0,87.0,49.0,63.0,2.0,749.0,416.0,80.0,37.0,1.01,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.11,2370.93,2914.96,3123.3,3513.71,187.0,256.0,16.0,404.0,216.0,201.0,27.0,46.0,121.0,56.0,53.0,62.0,43.0,50.0,0.0,456.0,264.0,40.0,5.0,1.22,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.29,2298.29,2815.51,3924.44,4167.54,244.0,385.0,23.0,536.0,240.0,248.0,24.0,99.0,216.0,68.0,72.0,69.0,47.0,53.0,1.0,550.0,401.0,69.0,20.0,1.37,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.34,3290.75,3989.47,5274.01,5410.41,240.0,298.0,17.0,470.0,238.0,242.0,26.0,63.0,129.0,54.0,73.0,75.0,50.0,83.0,2.0,556.0,314.0,65.0,2.0,1.34,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.86,2692.42,3379.72,3250.98,3745.94,286.0,322.0,16.0,567.0,333.0,299.0,35.0,66.0,191.0,97.0,75.0,68.0,39.0,55.0,0.0,620.0,332.0,41.0,7.0,0.92,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.98,2868.87,3840.17,4076.42,4563.16,274.0,337.0,15.0,549.0,300.0,283.0,29.0,98.0,193.0,88.0,78.0,69.0,40.0,30.0,0.0,594.0,345.0,57.0,7.0,1.36,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.0,2676.97,3088.81,3262.77,3465.98,274.0,320.0,19.0,533.0,307.0,286.0,29.0,58.0,198.0,98.0,61.0,70.0,61.0,37.0,2.0,614.0,328.0,55.0,5.0,1.07,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.94,2711.71,3170.31,3731.56,3913.59,223.0,262.0,18.0,441.0,258.0,231.0,22.0,43.0,170.0,81.0,50.0,58.0,40.0,31.0,0.0,501.0,270.0,34.0,8.0,1.04,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.9,1876.97,2445.88,2457.72,2796.72,274.0,333.0,17.0,561.0,330.0,281.0,41.0,69.0,205.0,96.0,74.0,76.0,30.0,32.0,0.0,626.0,345.0,37.0,11.0,1.11,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.8,2807.49,3259.81,3221.19,3481.19,217.0,210.0,13.0,357.0,241.0,219.0,18.0,37.0,135.0,71.0,53.0,46.0,33.0,40.0,0.0,435.0,216.0,51.0,14.0,1.15,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.74,2995.34,3496.17,4126.56,4388.24,179.0,192.0,19.0,318.0,218.0,182.0,15.0,27.0,123.0,63.0,58.0,35.0,34.0,21.0,2.0,379.0,197.0,35.0,5.0,0.78,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.69,1768.22,2256.77,2182.61,2559.93,345.0,383.0,32.0,631.0,441.0,355.0,27.0,88.0,292.0,131.0,79.0,67.0,27.0,29.0,5.0,744.0,391.0,53.0,25.0,0.76,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.03,1029.22,1783.79,2336.03,2448.8,384.0,197.0,17.0,424.0,152.0,430.0,28.0,41.0,168.0,131.0,128.0,84.0,41.0,21.0,1.0,308.0,215.0,138.0,65.0,1.24,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.29,2658.52,2964.53,2974.75,3155.83,96.0,59.0,0.0,153.0,122.0,97.0,2.0,22.0,83.0,27.0,14.0,2.0,5.0,2.0,0.0,157.0,60.0,3.0,1.0,0.27,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.06,2902.19,3534.82,4271.58,4608.26,231.0,227.0,31.0,380.0,219.0,238.0,19.0,44.0,130.0,82.0,68.0,54.0,37.0,30.0,0.0,451.0,230.0,42.0,15.0,1.4,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.6,1602.18,2167.04,2777.51,3133.03,208.0,219.0,11.0,382.0,141.0,216.0,17.0,69.0,89.0,65.0,55.0,59.0,23.0,58.0,0.0,367.0,224.0,38.0,9.0,1.67,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.85,2278.75,2862.16,2916.29,3376.0,189.0,237.0,23.0,356.0,235.0,191.0,15.0,66.0,110.0,62.0,45.0,51.0,40.0,43.0,0.0,434.0,243.0,24.0,31.0,1.25,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.03,3350.99,3966.18,5128.73,5339.24,244.0,315.0,24.0,500.0,279.0,252.0,24.0,65.0,122.0,74.0,64.0,76.0,60.0,84.0,0.0,566.0,319.0,35.0,12.0,1.8,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.81,2631.61,3577.93,3350.15,4182.35,317.0,370.0,37.0,616.0,392.0,325.0,36.0,109.0,218.0,89.0,71.0,80.0,52.0,53.0,0.0,710.0,385.0,44.0,13.0,1.05,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.57,4680.25,6318.33,6300.0,7782.35,,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.0,0.0,,,1.56,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.96,3492.01,4509.78,5160.72,5766.63,242.0,283.0,32.0,438.0,276.0,252.0,24.0,64.0,126.0,75.0,63.0,69.0,47.0,68.0,0.0,540.0,288.0,61.0,9.0,1.44,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.27,2808.71,3943.99,4573.13,5211.24,221.0,323.0,16.0,499.0,245.0,226.0,22.0,76.0,120.0,59.0,54.0,71.0,56.0,96.0,2.0,555.0,329.0,29.0,9.0,1.19,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.44,2039.25,2404.9,2650.38,2863.18,147.0,190.0,29.0,291.0,148.0,163.0,23.0,44.0,89.0,63.0,39.0,35.0,25.0,45.0,0.0,361.0,202.0,36.0,9.0,2.55,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.09,2559.88,3136.56,3585.3,3824.32,180.0,275.0,16.0,410.0,224.0,186.0,24.0,35.0,120.0,66.0,52.0,59.0,48.0,64.0,1.0,468.0,284.0,36.0,5.0,1.18,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.91,1876.51,2518.63,2769.46,3021.22,215.0,197.0,11.0,360.0,204.0,219.0,22.0,61.0,115.0,61.0,51.0,45.0,31.0,35.0,0.0,390.0,203.0,40.0,11.0,1.33,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.94,2392.67,2765.21,3518.9,3660.17,230.0,311.0,10.0,457.0,285.0,246.0,40.0,51.0,141.0,98.0,62.0,65.0,54.0,55.0,3.0,553.0,324.0,75.0,24.0,1.16,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.24,1697.1,2098.9,2347.93,2543.6,189.0,213.0,6.0,320.0,169.0,197.0,19.0,39.0,91.0,53.0,62.0,58.0,43.0,49.0,7.0,379.0,219.0,72.0,11.0,1.52,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.61,1829.71,2636.52,2215.0,2868.61,160.0,211.0,14.0,342.0,237.0,165.0,18.0,37.0,103.0,61.0,41.0,54.0,36.0,32.0,0.0,382.0,217.0,18.0,8.0,0.81,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.8,4744.54,6458.81,8882.77,9140.24,176.0,204.0,5.0,376.0,142.0,183.0,26.0,42.0,84.0,32.0,52.0,79.0,45.0,36.0,1.0,398.0,215.0,13.0,3.0,1.46,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.16,2563.22,3436.83,3884.49,4275.38,349.0,381.0,53.0,655.0,350.0,362.0,34.0,84.0,205.0,105.0,104.0,107.0,51.0,57.0,0.0,756.0,394.0,38.0,10.0,1.37,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.75,2821.13,3271.93,3764.48,3848.76,205.0,252.0,9.0,413.0,274.0,212.0,26.0,51.0,138.0,96.0,71.0,47.0,28.0,17.0,1.0,480.0,268.0,45.0,12.0,0.86,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.52,1616.78,2039.8,1799.94,2208.18,177.0,178.0,26.0,296.0,238.0,183.0,6.0,57.0,153.0,54.0,40.0,30.0,14.0,4.0,0.0,361.0,178.0,31.0,8.0,0.5,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.93,1678.85,2319.76,2073.78,2625.96,185.0,225.0,15.0,360.0,214.0,189.0,14.0,85.0,151.0,50.0,38.0,36.0,26.0,21.0,3.0,412.0,233.0,36.0,8.0,0.94,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.34,1961.38,2373.55,2238.41,2495.93,90.0,77.0,13.0,133.0,126.0,90.0,2.0,23.0,80.0,32.0,20.0,4.0,4.0,4.0,0.0,169.0,79.0,11.0,12.0,0.34,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.72,2567.1,3256.77,3298.49,3774.93,83.0,88.0,8.0,151.0,103.0,86.0,7.0,28.0,57.0,38.0,14.0,15.0,10.0,8.0,3.0,177.0,91.0,11.0,4.0,0.6,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.9,2239.87,3183.35,3054.36,3899.18,186.0,261.0,23.0,416.0,240.0,191.0,15.0,98.0,145.0,63.0,40.0,50.0,12.0,32.0,0.0,456.0,265.0,11.0,6.0,1.28,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.76,3150.88,4307.53,4118.3,5087.31,187.0,248.0,27.0,378.0,252.0,190.0,13.0,62.0,137.0,56.0,59.0,46.0,32.0,38.0,1.0,444.0,254.0,30.0,8.0,1.06,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.8,2740.8,3514.76,3444.54,3901.05,222.0,277.0,40.0,429.0,282.0,226.0,16.0,71.0,160.0,58.0,44.0,63.0,51.0,47.0,0.0,508.0,286.0,39.0,4.0,1.09,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.16,2206.32,2878.72,3039.52,3409.55,105.0,167.0,27.0,241.0,129.0,108.0,7.0,47.0,76.0,34.0,34.0,28.0,18.0,35.0,0.0,279.0,171.0,11.0,0.0,1.06,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,1.83,3823.81,5735.71,3375.0,5062.5,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,0.0,,,2.15,Centro
4106902001.0,410690205.0,4110.0,4106902.0,41069020501,Região Sul,Paraná,CURITIBA,ADMINISTRAÇÃO REGIONAL DA MATRIZ (R.1.MZ),1.0,0.0,2.13,2034.34,2441.21,2882.24,3004.37,208.0,305.0,14.0,491.0,246.0,211.0,18.0,89.0,158.0,78.0,56.0,40.0,33.0,49.0,1.0,523.0,312.0,15.0,2.0,1.15,Centro
